instance_id,n_groups,n_per_group,n_rounds,mzn_has_solution,mzn_time_exceeded,mzn_cost,mzn_duration_seconds,sim_has_solution,sim_time_exceeded,sim_cost,sim_duration_seconds
g49,4,3,5,True,True,27,20.2993,True,False,12,0.0544
g50,4,3,6,True,True,81,20.3442,True,False,19,0.0646
g51,4,3,7,True,True,153,20.4494,True,False,30,0.1188
g52,4,3,8,True,True,249,20.4194,True,False,49,0.1622
g53,4,3,9,True,True,369,20.4308,True,False,73,0.107
g54,4,3,10,True,True,513,20.482,True,False,99,0.1462
g55,4,4,2,True,True,9,20.4596,True,False,0,0.0006
g56,4,4,3,True,True,51,20.5883,True,False,6,0.0518
g57,4,4,4,True,True,141,20.8075,True,False,16,0.0552
g58,4,4,5,True,True,279,20.7422,True,False,34,0.1212
g59,4,4,6,True,True,465,21.1205,True,False,62,0.0865
g60,4,4,7,True,True,699,21.1555,True,False,95,0.0985
g61,4,4,8,True,True,981,21.1178,True,False,145,0.1421
g62,4,4,9,True,True,1311,21.2174,True,False,186,0.272
g63,4,4,10,True,True,1689,21.6821,True,False,232,0.1318
g64,4,5,2,True,True,28,20.757,True,False,4,0.0334
g65,4,5,3,True,True,124,21.1076,True,False,15,0.0833
g66,4,5,4,True,True,300,21.3645,True,False,35,0.0733
g67,4,5,5,True,True,556,21.6782,True,False,71,0.0765
g68,4,5,6,True,True,892,21.987,True,False,111,0.1573
g69,4,5,7,True,True,1308,22.3477,True,False,192,0.1546
g73,5,2,2,True,False,0,0.3016,True,False,0,0.0001
g74,5,2,3,True,False,0,0.3401,True,False,0,0.0003
g75,5,2,4,True,False,0,0.4068,True,False,0,0.0008
g76,5,2,5,True,False,0,0.5482,True,False,0,0.0016
g70,4,5,8,True,True,1804,22.717,True,False,259,0.2405
g77,5,2,6,True,False,0,0.7381,True,False,1,0.0812
g78,5,2,7,True,False,0,1.0737,True,False,3,0.1068
g71,4,5,9,True,True,2380,23.1673,True,False,365,0.3128
g72,4,5,10,True,True,3036,23.3213,True,False,464,0.1958
g82,5,3,2,True,False,0,0.6599,True,False,0,0.0002
g83,5,3,3,True,False,0,1.7954,True,False,0,0.0046
g84,5,3,4,True,False,0,11.9829,True,False,3,0.0695
g79,5,2,8,True,True,14,20.2271,True,False,6,0.1383
g80,5,2,9,True,True,41,20.2386,True,False,9,0.1091
g81,5,2,10,True,True,101,20.2593,True,False,14,0.0984
g85,5,3,5,True,True,15,20.4828,True,False,8,0.0865
g86,5,3,6,True,True,60,20.5748,True,False,19,0.0628
g87,5,3,7,True,True,179,20.674,True,False,30,0.0747
g88,5,3,8,True,True,325,20.7844,True,False,45,0.2065
g89,5,3,9,True,True,478,20.7202,True,False,76,0.0917
g91,5,4,2,True,True,15,20.6343,True,False,0,0.0031
g90,5,3,10,True,True,661,21.3389,True,False,91,0.107
g92,5,4,3,True,True,75,21.008,True,False,3,0.0729
g93,5,4,4,True,True,195,21.1132,True,False,11,0.1795
g94,5,4,5,True,True,375,21.348,True,False,29,0.0725
g95,5,4,6,True,True,615,21.6002,True,False,56,0.1188
g96,5,4,7,True,True,915,21.8209,True,False,88,0.2445
g97,5,4,8,True,True,1275,22.0505,True,False,115,0.2185
g98,5,4,9,True,True,1695,22.3638,True,False,161,0.1837
g99,5,4,10,True,True,2175,22.8912,True,False,238,0.2614
g100,5,5,2,True,True,38,21.5987,True,False,0,0.0112
g101,5,5,3,True,True,164,22.2071,True,False,15,0.0554
g102,5,5,4,True,True,390,22.9283,True,False,34,0.1577
g103,5,5,5,True,True,716,23.6543,True,False,66,0.1849
g104,5,5,6,True,True,1142,24.2886,True,False,106,0.3267
g105,5,5,7,True,True,1668,24.9917,True,False,171,0.1812
g109,6,2,2,True,False,0,0.3682,True,False,0,0.0001
g110,6,2,3,True,False,0,0.4201,True,False,0,0.0005
g111,6,2,4,True,False,0,0.5792,True,False,0,0.0001
g112,6,2,5,True,False,0,0.7963,True,False,0,0.0049
g113,6,2,6,True,False,0,1.3252,True,False,1,0.0894
g106,5,5,8,True,True,2294,25.2261,True,False,257,0.1606
g114,6,2,7,True,False,0,2.5621,True,False,4,0.0964
g107,5,5,9,True,True,3020,26.5249,True,False,316,0.432
g108,5,5,10,True,True,3846,26.8815,True,False,442,0.2667
g118,6,3,2,True,False,0,1.5759,True,False,0,0.0003
g115,6,2,8,True,False,0,8.8033,True,False,4,0.147
g119,6,3,3,True,False,0,3.5984,True,False,0,0.0022
g116,6,2,9,True,True,16,20.3307,True,False,9,0.1201
g117,6,2,10,True,True,86,20.3465,True,False,12,0.1948
g120,6,3,4,True,False,0,15.6885,True,False,4,0.0647
g121,6,3,5,True,True,50,20.8979,True,False,9,0.2012
g122,6,3,6,True,True,126,20.9929,True,False,17,0.0894
g123,6,3,7,True,True,280,23.4488,True,False,32,0.1125
g124,6,3,8,True,True,463,23.3779,True,False,43,0.2819
g125,6,3,9,True,True,700,23.8962,True,False,67,0.1382
g126,6,3,10,True,True,919,23.8168,True,False,89,0.1253
g127,6,4,2,True,True,21,21.1698,True,False,0,0.0007
g128,6,4,3,True,True,99,21.5799,True,False,3,0.0711
g129,6,4,4,True,True,249,21.8397,True,False,14,0.1179
g130,6,4,5,True,True,471,22.334,True,False,28,0.1351
g131,6,4,6,True,True,765,22.7687,True,False,50,0.1056
g132,6,4,7,True,True,1131,23.1997,True,False,76,0.1759
g133,6,4,8,True,True,1569,23.6984,True,False,128,0.134
g134,6,4,9,True,True,2079,24.0045,True,False,167,0.1498
g136,6,5,2,True,True,48,22.6816,True,False,0,0.0078
g135,6,4,10,True,True,2661,24.7934,True,False,221,0.1591
g137,6,5,3,True,True,204,23.5925,True,False,11,0.1236
g138,6,5,4,True,True,480,25.0524,True,False,32,0.1569
g139,6,5,5,True,True,876,26.528,True,False,68,0.116
g140,6,5,6,True,True,1392,27.2939,True,False,113,0.1984
g141,6,5,7,True,True,2028,27.5048,True,False,176,0.1372
g145,7,2,2,True,False,0,0.4321,True,False,0,0.0002
g146,7,2,3,True,False,0,0.5981,True,False,0,0.0008
g147,7,2,4,True,False,0,0.8278,True,False,0,0.0004
g148,7,2,5,True,False,0,1.3883,True,False,0,0.0076
g149,7,2,6,True,False,0,2.1793,True,False,0,0.0122
g150,7,2,7,True,False,0,3.7077,True,False,3,0.0716
g151,7,2,8,True,False,0,7.1442,True,False,5,0.1693
g142,6,5,8,True,True,2784,30.1014,True,False,234,0.2252
g143,6,5,9,True,True,3660,33.0573,True,False,324,0.2686
g154,7,3,2,True,False,0,2.0083,True,False,0,0.0007
g144,6,5,10,True,True,4656,37.0219,True,False,424,0.3065
g155,7,3,3,True,False,0,6.1121,True,False,0,0.0064
g152,7,2,9,True,True,53,20.4856,True,False,8,0.1431
g153,7,2,10,True,True,48,20.5184,True,False,11,0.1206
g156,7,3,4,True,True,14,20.9647,True,False,2,0.1266
g157,7,3,5,True,True,64,23.6532,True,False,8,0.1575
g158,7,3,6,True,True,222,23.8412,True,False,17,0.197
g159,7,3,7,True,True,416,23.7783,True,False,29,0.148
g160,7,3,8,True,True,637,24.261,True,False,45,0.1161
g161,7,3,9,True,True,912,24.0939,True,False,60,0.1156
g163,7,4,2,True,True,27,21.5205,True,False,0,0.0007
g162,7,3,10,True,True,1214,24.4051,True,False,83,0.2405
g164,7,4,3,True,True,123,22.1919,True,False,0,0.0027
g165,7,4,4,True,True,303,22.8007,True,False,10,0.1432
g166,7,4,5,True,True,567,23.5109,True,False,30,0.1579
g167,7,4,6,True,True,915,24.0908,True,False,56,0.1399
g168,7,4,7,True,True,1347,24.9186,True,False,75,0.3038
g169,7,4,8,True,True,1863,25.7675,True,False,112,0.2005
g170,7,4,9,True,True,2463,26.4274,True,False,160,0.3091
g171,7,4,10,True,True,3147,27.8896,True,False,223,0.2
g172,7,5,2,True,True,58,23.9334,True,False,0,0.0024
g173,7,5,3,True,True,244,25.5091,True,False,4,0.2414
g174,7,5,4,True,True,570,26.9198,True,False,26,0.2234
g175,7,5,5,True,True,1036,28.3339,True,False,62,0.1604
g176,7,5,6,True,True,1642,29.4487,True,False,113,0.2555
g178,7,5,8,False,True,0,31.9929,True,False,225,0.4402
g181,8,2,2,True,False,0,0.5682,True,False,0,0.0001
g182,8,2,3,True,False,0,0.7821,True,False,0,0.0003
g177,7,5,7,True,True,2388,41.0034,True,False,170,0.194
g183,8,2,4,True,False,0,1.337,True,False,0,0.0013
g184,8,2,5,True,False,0,2.3507,True,False,0,0.0019
g179,7,5,9,False,True,0,33.1193,True,False,308,0.404
g185,8,2,6,True,False,0,4.2877,True,False,0,0.0122
g180,7,5,10,False,True,0,36.7305,True,False,383,0.4064
g186,8,2,7,True,True,6,20.5474,True,False,0,0.0625
g187,8,2,8,True,True,24,20.5732,True,False,6,0.0981
g190,8,3,2,True,False,0,3.036,True,False,0,0.0002
g188,8,2,9,True,True,60,20.8807,True,False,8,0.1263
g191,8,3,3,True,False,0,12.7711,True,False,0,0.005
g189,8,2,10,True,True,72,21.6263,True,False,6,0.1509
g192,8,3,4,True,True,20,23.166,True,False,0,0.0164
g193,8,3,5,True,True,148,23.8187,True,False,8,0.1406
g194,8,3,6,True,True,313,25.1011,True,False,18,0.1477
g195,8,3,7,True,True,532,24.5026,True,False,29,0.1663
g196,8,3,8,True,True,801,24.0364,True,False,35,0.2229
g197,8,3,9,True,True,1115,25.5873,True,False,61,0.364
g199,8,4,2,True,True,33,22.3264,True,False,0,0.0008
g198,8,3,10,True,True,1476,25.1229,True,False,80,0.1967
g200,8,4,3,True,True,147,23.1864,True,False,2,0.1281
g201,8,4,4,True,True,357,24.2557,True,False,10,0.2604
g202,8,4,5,True,True,663,25.3105,True,False,30,0.1171
g203,8,4,6,True,True,1065,26.1,True,False,45,0.2199
g204,8,4,7,True,True,1563,28.9571,True,False,71,0.3373
g205,8,4,8,True,True,2170,32.4513,True,False,113,0.4126
g206,8,4,9,True,True,2907,34.4913,True,False,162,0.4753
g207,8,4,10,True,True,3752,35.3899,True,False,199,0.1929
g208,8,5,2,True,True,68,26.7287,True,False,0,0.0011
g209,8,5,3,True,True,284,27.5037,True,False,8,0.1219
g210,8,5,4,True,True,660,35.7567,True,False,31,0.2026
g211,8,5,5,False,True,0,32.653,True,False,66,0.2577
g212,8,5,6,False,True,0,36.4857,True,False,95,0.3502
g213,8,5,7,False,True,0,78.183,True,False,156,0.4114
g214,8,5,8,False,True,0,58.5302,True,False,212,0.339
g216,8,5,10,False,True,0,51.4655,True,False,377,0.2665
g215,8,5,9,False,True,0,58.4398,True,False,315,0.2734
