instance_id,n_groups,n_per_group,n_rounds,mzn_has_solution,mzn_time_exceeded,mzn_cost,mzn_duration_seconds,sim_has_solution,sim_time_exceeded,sim_cost,sim_duration_seconds
g185,8,2,6,True,False,0,3.9732,True,False,0,0.0101
g178,7,5,8,False,True,0,21.9863,True,True,207,10.0002
g186,8,2,7,True,True,6,10.443,True,False,0,0.7339
g190,8,3,2,True,False,0,3.0123,True,False,0,0.0004
g187,8,2,8,True,True,25,10.9666,True,True,1,10.0001
g191,8,3,3,True,False,0,9.8697,True,False,0,0.0013
g188,8,2,9,True,True,87,12.6829,True,True,3,10.0
g189,8,2,10,True,True,165,12.7215,True,True,6,10.0001
g192,8,3,4,True,True,57,14.047,True,False,0,0.0837
g193,8,3,5,True,True,181,14.3228,True,True,3,10.0001
g194,8,3,6,True,True,358,14.3148,True,True,9,10.0
g195,8,3,7,True,True,598,14.1774,True,True,19,10.0
g196,8,3,8,True,True,848,15.9211,True,True,33,10.0
g199,8,4,2,True,True,33,12.5013,True,False,0,0.0014
g197,8,3,9,True,True,1221,15.1745,True,True,51,10.0001
g200,8,4,3,True,True,147,13.224,True,False,0,0.179
g198,8,3,10,True,True,1621,16.3665,True,True,67,10.0003
g201,8,4,4,True,True,357,14.2763,True,True,5,10.0
g202,8,4,5,True,True,684,15.6088,True,True,19,10.0002
g203,8,4,6,True,True,1101,18.509,True,True,43,10.0001
g204,8,4,7,True,True,1640,20.5918,True,True,69,10.0002
g205,8,4,8,False,True,0,15.8251,True,True,101,10.0001
g208,8,5,2,True,True,68,16.0429,True,False,0,0.0023
g206,8,4,9,False,True,0,16.7371,True,True,131,10.0004
g207,8,4,10,False,True,0,17.9985,True,True,187,10.0003
g209,8,5,3,False,True,0,15.9718,True,True,3,10.0001
g210,8,5,4,False,True,0,17.557,True,True,21,10.0001
g212,8,5,6,False,True,0,11.1948,True,True,90,10.0002
g211,8,5,5,False,True,0,20.3384,True,True,48,10.0001
g213,8,5,7,False,True,0,11.578,True,True,135,10.0002
g214,8,5,8,False,True,0,11.6247,True,True,199,10.0003
g215,8,5,9,False,True,0,10.7427,True,True,272,10.0003
g216,8,5,10,False,True,0,10.7462,True,True,370,10.0004
