instance_id,n_groups,n_per_group,n_rounds,mzn_has_solution,mzn_time_exceeded,mzn_cost,mzn_duration_seconds,sim_has_solution,sim_time_exceeded,sim_cost,sim_duration_seconds
g67,4,5,5,True,True,514,62.2203,True,True,58,60.1786
g68,4,5,6,True,True,838,62.6374,True,True,94,60.1302
g69,4,5,7,True,True,1242,62.372,True,True,157,60.1853
g73,5,2,2,True,False,0,0.3005,True,False,0,0.0001
g74,5,2,3,True,False,0,0.3417,True,False,0,0.0008
g75,5,2,4,True,False,0,0.4082,True,False,0,0.0007
g76,5,2,5,True,False,0,0.5287,True,False,0,0.0025
g77,5,2,6,True,False,0,0.7337,True,False,0,0.2814
g78,5,2,7,True,False,0,1.0724,True,False,0,4.4749
g70,4,5,8,True,True,1726,62.6444,True,True,224,60.0477
g71,4,5,9,True,True,2290,62.9562,True,True,314,60.216
g72,4,5,10,True,True,2934,63.2474,True,True,411,60.4658
g82,5,3,2,True,False,0,0.65,True,False,0,0.0002
g83,5,3,3,True,False,0,1.7337,True,False,0,0.0014
g84,5,3,4,True,False,0,11.392,True,False,0,0.4659
g79,5,2,8,True,True,14,60.2214,True,True,2,60.0637
g80,5,2,9,True,True,40,60.2293,True,True,5,60.0329
g81,5,2,10,True,True,62,60.2415,True,True,7,60.1566
g85,5,3,5,True,True,15,60.4646,True,True,5,60.0002
g86,5,3,6,True,True,60,60.5546,True,True,11,60.1997
g87,5,3,7,True,True,178,60.5967,True,True,21,60.2235
g88,5,3,8,True,True,325,60.6752,True,True,35,60.1873
g89,5,3,9,True,True,478,60.7627,True,True,50,60.3172
g91,5,4,2,True,True,15,60.5995,True,False,0,0.0007
g92,5,4,3,True,True,75,60.8302,True,False,0,1.9959
g90,5,3,10,True,True,661,60.8371,True,True,73,60.3575
g93,5,4,4,True,True,195,61.0804,True,True,8,60.181
g94,5,4,5,True,True,375,61.3528,True,True,21,60.0277
g95,5,4,6,True,True,615,61.5215,True,True,40,60.2394
g96,5,4,7,True,True,915,61.759,True,True,71,60.3518
g97,5,4,8,True,True,1275,62.0502,True,True,106,60.3693
g100,5,5,2,True,True,32,61.3914,True,False,0,0.0317
g98,5,4,9,True,True,1695,62.2412,True,True,148,60.3595
g99,5,4,10,True,True,2175,62.513,True,True,201,60.0879
g101,5,5,3,True,True,146,61.9558,True,True,6,60.0812
g102,5,5,4,True,True,360,62.6172,True,True,23,60.0177
g103,5,5,5,True,True,674,63.2174,True,True,53,60.2643
g104,5,5,6,True,True,1088,63.8351,True,True,95,60.1844
g105,5,5,7,True,True,1602,64.5609,True,True,146,60.2009
g109,6,2,2,True,False,0,0.3644,True,False,0,0.0001
g110,6,2,3,True,False,0,0.4169,True,False,0,0.0002
g111,6,2,4,True,False,0,0.5591,True,False,0,0.0002
g106,5,5,8,True,True,2216,65.2797,True,True,215,60.0021
g112,6,2,5,True,False,0,0.8025,True,False,0,0.0119
g113,6,2,6,True,False,0,1.3124,True,False,0,0.1108
g114,6,2,7,True,False,0,1.9906,True,False,0,2.3602
g107,5,5,9,True,True,2930,65.4378,True,True,291,60.0844
g108,5,5,10,True,True,3744,66.4946,True,True,397,60.129
g118,6,3,2,True,False,0,1.0503,True,False,0,0.0002
g119,6,3,3,True,False,0,3.295,True,False,0,0.0022
g120,6,3,4,True,False,0,14.5365,True,False,0,0.7908
g115,6,2,8,True,False,0,7.4322,True,True,2,60.1193
g116,6,2,9,True,False,0,34.5688,True,True,4,60.0201
g117,6,2,10,True,True,24,60.3123,True,True,6,60.2078
g121,6,3,5,True,True,47,60.7023,True,True,4,60.0691
g122,6,3,6,True,True,126,60.8139,True,True,9,60.0743
g123,6,3,7,True,True,236,60.9325,True,True,20,60.0706
g124,6,3,8,True,True,382,61.045,True,True,32,60.172
g125,6,3,9,True,True,564,61.1683,True,True,49,60.1857
